applicant_id,month,due_date,paid_date,borrower_type
113,1,2024-01-02,2023-12-21,good
113,2,2024-02-02,2024-02-01,good
113,3,2024-03-02,2024-02-19,good
113,4,2024-04-02,2024-03-30,good
113,5,2024-05-02,2024-04-24,good
113,6,2024-06-02,2024-05-21,good
113,7,2024-07-02,2024-06-29,good
113,8,2024-08-02,2024-07-25,good
113,9,2024-09-02,2024-08-25,good
113,10,2024-10-02,2024-09-22,good
113,11,2024-11-02,2024-10-26,good
113,12,2024-12-02,2024-11-20,good
114,1,2024-01-02,2024-01-01,good
114,2,2024-02-02,2024-01-23,good
114,3,2024-03-02,2024-02-24,good
114,4,2024-04-02,2024-03-23,good
114,5,2024-05-02,2024-04-27,good
114,6,2024-06-02,2024-05-21,good
114,7,2024-07-02,2024-07-01,good
114,8,2024-08-02,2024-07-25,good
114,9,2024-09-02,2024-08-21,good
114,10,2024-10-02,2024-09-17,good
114,11,2024-11-02,2024-10-21,good
114,12,2024-12-02,2024-11-24,good
115,1,2024-01-02,2023-12-28,good
115,2,2024-02-02,2024-01-25,good
115,3,2024-03-02,2024-02-19,good
115,4,2024-04-02,2024-03-26,good
115,5,2024-05-02,2024-04-27,good
115,6,2024-06-02,2024-05-21,good
115,7,2024-07-02,2024-06-20,good
115,8,2024-08-02,2024-07-18,good
115,9,2024-09-02,2024-08-28,good
115,10,2024-10-02,2024-09-25,good
115,11,2024-11-02,2024-10-25,good
115,12,2024-12-02,2024-11-27,good
116,1,2024-01-02,2024-01-03,mixed
116,2,2024-02-02,2024-02-03,mixed
116,3,2024-03-02,2024-03-12,mixed
116,4,2024-04-02,2024-04-06,mixed
116,5,2024-05-02,2024-04-28,mixed
116,6,2024-06-02,2024-05-31,mixed
116,7,2024-07-02,2024-07-04,mixed
116,8,2024-08-02,2024-08-16,mixed
116,9,2024-09-02,2024-09-09,mixed
116,10,2024-10-02,2024-10-13,mixed
116,11,2024-11-02,2024-10-29,mixed
116,12,2024-12-02,2024-12-17,mixed
117,1,2024-01-02,2023-12-25,good
117,2,2024-02-02,2024-01-30,good
117,3,2024-03-02,2024-02-21,good
117,4,2024-04-02,2024-03-25,good
117,5,2024-05-02,2024-04-17,good
117,6,2024-06-02,2024-05-21,good
117,7,2024-07-02,2024-07-02,good
117,8,2024-08-02,2024-08-01,good
117,9,2024-09-02,2024-08-18,good
117,10,2024-10-02,2024-10-01,good
117,11,2024-11-02,2024-10-26,good
117,12,2024-12-02,2024-11-29,good
118,1,2024-01-02,2023-12-25,good
118,2,2024-02-02,2024-01-25,good
118,3,2024-03-02,2024-02-24,good
118,4,2024-04-02,2024-03-21,good
118,5,2024-05-02,2024-04-17,good
118,6,2024-06-02,2024-05-23,good
118,7,2024-07-02,2024-06-27,good
118,8,2024-08-02,2024-07-21,good
118,9,2024-09-02,2024-08-26,good
118,10,2024-10-02,2024-10-01,good
118,11,2024-11-02,2024-10-18,good
118,12,2024-12-02,2024-11-25,good
119,1,2024-01-02,2023-12-30,good
119,2,2024-02-02,2024-01-21,good
119,3,2024-03-02,2024-02-24,good
119,4,2024-04-02,2024-03-28,good
119,5,2024-05-02,2024-04-29,good
119,6,2024-06-02,2024-05-26,good
119,7,2024-07-02,2024-06-24,good
119,8,2024-08-02,2024-07-26,good
119,9,2024-09-02,2024-08-30,good
119,10,2024-10-02,2024-09-25,good
119,11,2024-11-02,2024-10-18,good
119,12,2024-12-02,2024-11-29,good
120,1,2024-01-02,2024-01-17,mixed
120,2,2024-02-02,2024-02-17,mixed
120,3,2024-03-02,2024-02-28,mixed
120,4,2024-04-02,2024-04-02,mixed
120,5,2024-05-02,2024-05-04,mixed
120,6,2024-06-02,2024-05-28,mixed
120,7,2024-07-02,2024-07-02,mixed
120,8,2024-08-02,2024-08-13,mixed
120,9,2024-09-02,2024-09-09,mixed
120,10,2024-10-02,2024-10-16,mixed
120,11,2024-11-02,2024-10-31,mixed
120,12,2024-12-02,2024-12-12,mixed
121,1,2024-01-02,2023-12-30,good
121,2,2024-02-02,2024-02-02,good
121,3,2024-03-02,2024-02-26,good
121,4,2024-04-02,2024-03-18,good
121,5,2024-05-02,2024-04-22,good
121,6,2024-06-02,2024-05-21,good
121,7,2024-07-02,2024-06-25,good
121,8,2024-08-02,2024-07-28,good
121,9,2024-09-02,2024-08-30,good
121,10,2024-10-02,2024-09-24,good
121,11,2024-11-02,2024-10-30,good
121,12,2024-12-02,2024-11-29,good
122,1,2024-01-02,2023-12-30,good
122,2,2024-02-02,2024-01-23,good
122,3,2024-03-02,2024-02-21,good
122,4,2024-04-02,2024-03-26,good
122,5,2024-05-02,2024-04-22,good
122,6,2024-06-02,2024-05-26,good
122,7,2024-07-02,2024-06-25,good
122,8,2024-08-02,2024-07-26,good
122,9,2024-09-02,2024-08-23,good
122,10,2024-10-02,2024-09-24,good
122,11,2024-11-02,2024-10-26,good
122,12,2024-12-02,2024-11-24,good
123,1,2024-01-02,2023-12-18,good
123,2,2024-02-02,2024-01-26,good
123,3,2024-03-02,2024-02-19,good
123,4,2024-04-02,2024-03-26,good
123,5,2024-05-02,2024-04-27,good
123,6,2024-06-02,2024-05-25,good
123,7,2024-07-02,2024-06-24,good
123,8,2024-08-02,2024-08-01,good
123,9,2024-09-02,2024-08-28,good
123,10,2024-10-02,2024-09-29,good
123,11,2024-11-02,2024-10-28,good
123,12,2024-12-02,2024-11-20,good
124,1,2024-01-02,2023-12-25,good
124,2,2024-02-02,2024-01-21,good
124,3,2024-03-02,2024-02-23,good
124,4,2024-04-02,2024-03-23,good
124,5,2024-05-02,2024-04-24,good
124,6,2024-06-02,2024-05-28,good
124,7,2024-07-02,2024-06-27,good
124,8,2024-08-02,2024-07-25,good
124,9,2024-09-02,2024-08-28,good
124,10,2024-10-02,2024-09-24,good
124,11,2024-11-02,2024-10-30,good
124,12,2024-12-02,2024-11-17,good
125,1,2024-01-02,2024-02-01,risky
125,2,2024-02-02,2024-02-17,risky
125,3,2024-03-02,2024-03-07,risky
125,4,2024-04-02,2024-04-17,risky
125,5,2024-05-02,2024-05-07,risky
125,6,2024-06-02,2024-06-07,risky
125,7,2024-07-02,2024-08-01,risky
125,8,2024-08-02,2024-08-17,risky
125,9,2024-09-02,2024-10-02,risky
125,10,2024-10-02,2024-11-16,risky
125,11,2024-11-02,2024-11-17,risky
125,12,2024-12-02,2025-01-01,risky
126,1,2024-01-02,2023-12-28,good
126,2,2024-02-02,2024-01-23,good
126,3,2024-03-02,2024-03-01,good
126,4,2024-04-02,2024-03-28,good
126,5,2024-05-02,2024-04-24,good
126,6,2024-06-02,2024-05-21,good
126,7,2024-07-02,2024-06-29,good
126,8,2024-08-02,2024-07-28,good
126,9,2024-09-02,2024-08-21,good
126,10,2024-10-02,2024-09-22,good
126,11,2024-11-02,2024-10-28,good
126,12,2024-12-02,2024-11-20,good
127,1,2024-01-02,2024-01-17,risky
127,2,2024-02-02,2024-02-07,risky
127,3,2024-03-02,2024-04-16,risky
127,4,2024-04-02,2024-04-17,risky
127,5,2024-05-02,2024-05-17,risky
127,6,2024-06-02,2024-06-07,risky
127,7,2024-07-02,2024-07-02,risky
127,8,2024-08-02,2024-09-01,risky
127,9,2024-09-02,2024-09-17,risky
127,10,2024-10-02,2024-11-01,risky
127,11,2024-11-02,2024-12-02,risky
127,12,2024-12-02,2025-01-01,risky
128,1,2024-01-02,2023-12-23,good
128,2,2024-02-02,2024-01-30,good
128,3,2024-03-02,2024-02-26,good
128,4,2024-04-02,2024-03-26,good
128,5,2024-05-02,2024-04-22,good
128,6,2024-06-02,2024-05-23,good
128,7,2024-07-02,2024-06-27,good
128,8,2024-08-02,2024-07-30,good
128,9,2024-09-02,2024-08-26,good
128,10,2024-10-02,2024-09-27,good
128,11,2024-11-02,2024-10-28,good
128,12,2024-12-02,2024-11-20,good
129,1,2024-01-02,2023-12-21,good
129,2,2024-02-02,2024-01-21,good
129,3,2024-03-02,2024-02-28,good
129,4,2024-04-02,2024-03-25,good
129,5,2024-05-02,2024-04-24,good
129,6,2024-06-02,2024-05-21,good
129,7,2024-07-02,2024-06-22,good
129,8,2024-08-02,2024-07-21,good
129,9,2024-09-02,2024-08-21,good
129,10,2024-10-02,2024-09-25,good
129,11,2024-11-02,2024-10-23,good
129,12,2024-12-02,2024-11-25,good
130,1,2024-01-02,2023-12-21,good
130,2,2024-02-02,2024-01-23,good
130,3,2024-03-02,2024-02-24,good
130,4,2024-04-02,2024-03-26,good
130,5,2024-05-02,2024-04-24,good
130,6,2024-06-02,2024-05-25,good
130,7,2024-07-02,2024-06-27,good
130,8,2024-08-02,2024-07-18,good
130,9,2024-09-02,2024-08-23,good
130,10,2024-10-02,2024-09-27,good
130,11,2024-11-02,2024-10-26,good
130,12,2024-12-02,2024-11-22,good
131,1,2024-01-02,2024-02-01,risky
131,2,2024-02-02,2024-02-17,risky
131,3,2024-03-02,2024-04-01,risky
131,4,2024-04-02,2024-05-02,risky
131,5,2024-05-02,2024-05-17,risky
131,6,2024-06-02,2024-06-17,risky
131,7,2024-07-02,2024-07-17,risky
131,8,2024-08-02,2024-09-01,risky
131,9,2024-09-02,2024-09-17,risky
131,10,2024-10-02,2024-11-16,risky
131,11,2024-11-02,2024-12-02,risky
131,12,2024-12-02,2024-12-07,risky
132,1,2024-01-02,2024-01-10,mixed
132,2,2024-02-02,2024-02-12,mixed
132,3,2024-03-02,2024-03-10,mixed
132,4,2024-04-02,2024-03-31,mixed
132,5,2024-05-02,2024-05-15,mixed
132,6,2024-06-02,2024-05-27,mixed
132,7,2024-07-02,2024-07-06,mixed
132,8,2024-08-02,2024-08-15,mixed
132,9,2024-09-02,2024-08-27,mixed
132,10,2024-10-02,2024-10-12,mixed
132,11,2024-11-02,2024-11-16,mixed
132,12,2024-12-02,2024-11-25,mixed
133,1,2024-01-02,2023-12-23,good
133,2,2024-02-02,2024-02-02,good
133,3,2024-03-02,2024-02-23,good
133,4,2024-04-02,2024-03-23,good
133,5,2024-05-02,2024-04-25,good
133,6,2024-06-02,2024-05-18,good
133,7,2024-07-02,2024-07-01,good
133,8,2024-08-02,2024-07-26,good
133,9,2024-09-02,2024-08-28,good
133,10,2024-10-02,2024-09-20,good
133,11,2024-11-02,2024-10-25,good
133,12,2024-12-02,2024-11-24,good
134,1,2024-01-02,2024-01-06,mixed
134,2,2024-02-02,2024-02-01,mixed
134,3,2024-03-02,2024-03-02,mixed
134,4,2024-04-02,2024-04-06,mixed
134,5,2024-05-02,2024-05-10,mixed
134,6,2024-06-02,2024-05-29,mixed
134,7,2024-07-02,2024-07-15,mixed
134,8,2024-08-02,2024-08-02,mixed
134,9,2024-09-02,2024-09-05,mixed
134,10,2024-10-02,2024-09-25,mixed
134,11,2024-11-02,2024-10-30,mixed
134,12,2024-12-02,2024-12-10,mixed
135,1,2024-01-02,2023-12-28,good
135,2,2024-02-02,2024-01-28,good
135,3,2024-03-02,2024-02-19,good
135,4,2024-04-02,2024-03-26,good
135,5,2024-05-02,2024-04-17,good
135,6,2024-06-02,2024-05-23,good
135,7,2024-07-02,2024-06-27,good
135,8,2024-08-02,2024-07-30,good
135,9,2024-09-02,2024-08-26,good
135,10,2024-10-02,2024-09-24,good
135,11,2024-11-02,2024-10-21,good
135,12,2024-12-02,2024-11-17,good
136,1,2024-01-02,2023-12-21,good
136,2,2024-02-02,2024-01-23,good
136,3,2024-03-02,2024-02-21,good
136,4,2024-04-02,2024-03-23,good
136,5,2024-05-02,2024-04-20,good
136,6,2024-06-02,2024-05-25,good
136,7,2024-07-02,2024-06-27,good
136,8,2024-08-02,2024-07-23,good
136,9,2024-09-02,2024-08-30,good
136,10,2024-10-02,2024-09-29,good
136,11,2024-11-02,2024-10-21,good
136,12,2024-12-02,2024-11-27,good
137,1,2024-01-02,2023-12-26,good
137,2,2024-02-02,2024-01-23,good
137,3,2024-03-02,2024-02-23,good
137,4,2024-04-02,2024-03-23,good
137,5,2024-05-02,2024-04-24,good
137,6,2024-06-02,2024-05-26,good
137,7,2024-07-02,2024-06-25,good
137,8,2024-08-02,2024-07-25,good
137,9,2024-09-02,2024-08-28,good
137,10,2024-10-02,2024-09-20,good
137,11,2024-11-02,2024-10-21,good
137,12,2024-12-02,2024-11-27,good
138,1,2024-01-02,2023-12-18,good
138,2,2024-02-02,2024-01-21,good
138,3,2024-03-02,2024-02-19,good
138,4,2024-04-02,2024-04-01,good
138,5,2024-05-02,2024-04-25,good
138,6,2024-06-02,2024-05-30,good
138,7,2024-07-02,2024-06-25,good
138,8,2024-08-02,2024-07-25,good
138,9,2024-09-02,2024-08-23,good
138,10,2024-10-02,2024-09-25,good
138,11,2024-11-02,2024-10-21,good
138,12,2024-12-02,2024-11-29,good
139,1,2024-01-02,2023-12-29,mixed
139,2,2024-02-02,2024-02-15,mixed
139,3,2024-03-02,2024-03-15,mixed
139,4,2024-04-02,2024-04-09,mixed
139,5,2024-05-02,2024-05-12,mixed
139,6,2024-06-02,2024-05-24,mixed
139,7,2024-07-02,2024-07-05,mixed
139,8,2024-08-02,2024-07-28,mixed
139,9,2024-09-02,2024-09-16,mixed
139,10,2024-10-02,2024-10-10,mixed
139,11,2024-11-02,2024-10-28,mixed
139,12,2024-12-02,2024-12-16,mixed
140,1,2024-01-02,2023-12-21,good
140,2,2024-02-02,2024-01-18,good
140,3,2024-03-02,2024-02-26,good
140,4,2024-04-02,2024-03-21,good
140,5,2024-05-02,2024-04-25,good
140,6,2024-06-02,2024-05-30,good
140,7,2024-07-02,2024-06-29,good
140,8,2024-08-02,2024-07-23,good
140,9,2024-09-02,2024-08-30,good
140,10,2024-10-02,2024-09-17,good
140,11,2024-11-02,2024-10-18,good
140,12,2024-12-02,2024-11-25,good
141,1,2024-01-02,2023-12-23,good
141,2,2024-02-02,2024-01-26,good
141,3,2024-03-02,2024-02-19,good
141,4,2024-04-02,2024-03-21,good
141,5,2024-05-02,2024-04-24,good
141,6,2024-06-02,2024-05-28,good
141,7,2024-07-02,2024-06-25,good
141,8,2024-08-02,2024-07-23,good
141,9,2024-09-02,2024-08-25,good
141,10,2024-10-02,2024-09-20,good
141,11,2024-11-02,2024-10-18,good
141,12,2024-12-02,2024-11-27,good
142,1,2024-01-02,2023-12-21,good
142,2,2024-02-02,2024-01-26,good
142,3,2024-03-02,2024-02-24,good
142,4,2024-04-02,2024-03-26,good
142,5,2024-05-02,2024-04-20,good
142,6,2024-06-02,2024-05-21,good
142,7,2024-07-02,2024-06-20,good
142,8,2024-08-02,2024-07-21,good
142,9,2024-09-02,2024-08-26,good
142,10,2024-10-02,2024-09-27,good
142,11,2024-11-02,2024-10-28,good
142,12,2024-12-02,2024-11-27,good
143,1,2024-01-02,2023-12-26,good
143,2,2024-02-02,2024-01-23,good
143,3,2024-03-02,2024-02-23,good
143,4,2024-04-02,2024-03-25,good
143,5,2024-05-02,2024-04-20,good
143,6,2024-06-02,2024-05-23,good
143,7,2024-07-02,2024-07-01,good
143,8,2024-08-02,2024-07-21,good
143,9,2024-09-02,2024-08-21,good
143,10,2024-10-02,2024-09-24,good
143,11,2024-11-02,2024-10-28,good
143,12,2024-12-02,2024-11-25,good
144,1,2024-01-02,2023-12-25,mixed
144,2,2024-02-02,2024-02-11,mixed
144,3,2024-03-02,2024-03-13,mixed
144,4,2024-04-02,2024-04-17,mixed
144,5,2024-05-02,2024-05-05,mixed
144,6,2024-06-02,2024-05-28,mixed
144,7,2024-07-02,2024-06-30,mixed
144,8,2024-08-02,2024-08-05,mixed
144,9,2024-09-02,2024-08-28,mixed
144,10,2024-10-02,2024-09-27,mixed
144,11,2024-11-02,2024-10-31,mixed
144,12,2024-12-02,2024-12-13,mixed
145,1,2024-01-02,2024-01-17,risky
145,2,2024-02-02,2024-02-07,risky
145,3,2024-03-02,2024-03-17,risky
145,4,2024-04-02,2024-04-17,risky
145,5,2024-05-02,2024-06-16,risky
145,6,2024-06-02,2024-06-07,risky
145,7,2024-07-02,2024-07-17,risky
145,8,2024-08-02,2024-08-07,risky
145,9,2024-09-02,2024-09-17,risky
145,10,2024-10-02,2024-11-01,risky
145,11,2024-11-02,2024-11-17,risky
145,12,2024-12-02,2024-12-17,risky
146,1,2024-01-02,2023-12-25,good
146,2,2024-02-02,2024-01-28,good
146,3,2024-03-02,2024-02-28,good
146,4,2024-04-02,2024-04-01,good
146,5,2024-05-02,2024-04-27,good
146,6,2024-06-02,2024-05-23,good
146,7,2024-07-02,2024-06-25,good
146,8,2024-08-02,2024-07-25,good
146,9,2024-09-02,2024-08-23,good
146,10,2024-10-02,2024-09-27,good
146,11,2024-11-02,2024-10-18,good
146,12,2024-12-02,2024-11-29,good
147,1,2024-01-02,2023-12-26,good
147,2,2024-02-02,2024-01-26,good
147,3,2024-03-02,2024-02-28,good
147,4,2024-04-02,2024-03-26,good
147,5,2024-05-02,2024-04-25,good
147,6,2024-06-02,2024-05-18,good
147,7,2024-07-02,2024-06-24,good
147,8,2024-08-02,2024-07-21,good
147,9,2024-09-02,2024-08-28,good
147,10,2024-10-02,2024-09-24,good
147,11,2024-11-02,2024-10-26,good
147,12,2024-12-02,2024-11-17,good
148,1,2024-01-02,2023-12-28,good
148,2,2024-02-02,2024-01-18,good
148,3,2024-03-02,2024-02-16,good
148,4,2024-04-02,2024-03-18,good
148,5,2024-05-02,2024-05-01,good
148,6,2024-06-02,2024-05-28,good
148,7,2024-07-02,2024-06-22,good
148,8,2024-08-02,2024-07-23,good
148,9,2024-09-02,2024-08-23,good
148,10,2024-10-02,2024-09-27,good
148,11,2024-11-02,2024-10-26,good
148,12,2024-12-02,2024-11-20,good
149,1,2024-01-02,2023-12-18,good
149,2,2024-02-02,2024-01-26,good
149,3,2024-03-02,2024-02-26,good
149,4,2024-04-02,2024-03-23,good
149,5,2024-05-02,2024-04-17,good
149,6,2024-06-02,2024-05-18,good
149,7,2024-07-02,2024-07-01,good
149,8,2024-08-02,2024-07-23,good
149,9,2024-09-02,2024-08-28,good
149,10,2024-10-02,2024-09-25,good
149,11,2024-11-02,2024-10-23,good
149,12,2024-12-02,2024-11-20,good
150,1,2024-01-02,2023-12-26,good
150,2,2024-02-02,2024-01-28,good
150,3,2024-03-02,2024-02-24,good
150,4,2024-04-02,2024-03-25,good
150,5,2024-05-02,2024-04-17,good
150,6,2024-06-02,2024-06-01,good
150,7,2024-07-02,2024-06-27,good
150,8,2024-08-02,2024-07-23,good
150,9,2024-09-02,2024-09-01,good
150,10,2024-10-02,2024-09-25,good
150,11,2024-11-02,2024-10-26,good
150,12,2024-12-02,2024-11-27,good
151,1,2024-01-02,2024-01-16,mixed
151,2,2024-02-02,2024-02-07,mixed
151,3,2024-03-02,2024-03-08,mixed
151,4,2024-04-02,2024-04-03,mixed
151,5,2024-05-02,2024-05-01,mixed
151,6,2024-06-02,2024-06-10,mixed
151,7,2024-07-02,2024-06-30,mixed
151,8,2024-08-02,2024-07-26,mixed
151,9,2024-09-02,2024-09-09,mixed
151,10,2024-10-02,2024-09-23,mixed
151,11,2024-11-02,2024-11-10,mixed
151,12,2024-12-02,2024-12-04,mixed
152,1,2024-01-02,2023-12-26,good
152,2,2024-02-02,2024-01-30,good
152,3,2024-03-02,2024-02-19,good
152,4,2024-04-02,2024-03-21,good
152,5,2024-05-02,2024-04-20,good
152,6,2024-06-02,2024-05-30,good
152,7,2024-07-02,2024-06-25,good
152,8,2024-08-02,2024-07-23,good
152,9,2024-09-02,2024-08-28,good
152,10,2024-10-02,2024-09-29,good
152,11,2024-11-02,2024-10-28,good
152,12,2024-12-02,2024-11-29,good
153,1,2024-01-02,2023-12-28,good
153,2,2024-02-02,2024-01-25,good
153,3,2024-03-02,2024-02-26,good
153,4,2024-04-02,2024-03-28,good
153,5,2024-05-02,2024-04-27,good
153,6,2024-06-02,2024-05-26,good
153,7,2024-07-02,2024-06-20,good
153,8,2024-08-02,2024-07-25,good
153,9,2024-09-02,2024-09-02,good
153,10,2024-10-02,2024-09-29,good
153,11,2024-11-02,2024-10-18,good
153,12,2024-12-02,2024-11-20,good
154,1,2024-01-02,2023-12-28,good
154,2,2024-02-02,2024-01-28,good
154,3,2024-03-02,2024-02-19,good
154,4,2024-04-02,2024-03-25,good
154,5,2024-05-02,2024-04-27,good
154,6,2024-06-02,2024-05-28,good
154,7,2024-07-02,2024-06-24,good
154,8,2024-08-02,2024-07-26,good
154,9,2024-09-02,2024-08-25,good
154,10,2024-10-02,2024-09-22,good
154,11,2024-11-02,2024-10-26,good
154,12,2024-12-02,2024-11-25,good
155,1,2024-01-02,2024-02-01,risky
155,2,2024-02-02,2024-03-03,risky
155,3,2024-03-02,2024-03-07,risky
155,4,2024-04-02,2024-04-17,risky
155,5,2024-05-02,2024-05-02,risky
155,6,2024-06-02,2024-06-07,risky
155,7,2024-07-02,2024-08-01,risky
155,8,2024-08-02,2024-10-01,risky
155,9,2024-09-02,2024-09-07,risky
155,10,2024-10-02,2024-10-17,risky
155,11,2024-11-02,2024-12-17,risky
155,12,2024-12-02,2024-12-07,risky
156,1,2024-01-02,2023-12-28,good
156,2,2024-02-02,2024-01-26,good
156,3,2024-03-02,2024-02-19,good
156,4,2024-04-02,2024-03-23,good
156,5,2024-05-02,2024-04-27,good
156,6,2024-06-02,2024-05-26,good
156,7,2024-07-02,2024-06-17,good
156,8,2024-08-02,2024-07-28,good
156,9,2024-09-02,2024-08-18,good
156,10,2024-10-02,2024-09-27,good
156,11,2024-11-02,2024-10-21,good
156,12,2024-12-02,2024-12-01,good
157,1,2024-01-02,2023-12-23,good
157,2,2024-02-02,2024-01-21,good
157,3,2024-03-02,2024-02-21,good
157,4,2024-04-02,2024-03-30,good
157,5,2024-05-02,2024-05-02,good
157,6,2024-06-02,2024-05-23,good
157,7,2024-07-02,2024-06-24,good
157,8,2024-08-02,2024-07-28,good
157,9,2024-09-02,2024-08-30,good
157,10,2024-10-02,2024-09-25,good
157,11,2024-11-02,2024-10-23,good
157,12,2024-12-02,2024-11-24,good
158,1,2024-01-02,2023-12-28,mixed
158,2,2024-02-02,2024-02-08,mixed
158,3,2024-03-02,2024-03-12,mixed
158,4,2024-04-02,2024-04-04,mixed
158,5,2024-05-02,2024-05-14,mixed
158,6,2024-06-02,2024-05-24,mixed
158,7,2024-07-02,2024-07-05,mixed
158,8,2024-08-02,2024-07-29,mixed
158,9,2024-09-02,2024-09-01,mixed
158,10,2024-10-02,2024-09-25,mixed
158,11,2024-11-02,2024-11-11,mixed
158,12,2024-12-02,2024-12-14,mixed
159,1,2024-01-02,2023-12-28,good
159,2,2024-02-02,2024-01-21,good
159,3,2024-03-02,2024-02-19,good
159,4,2024-04-02,2024-03-28,good
159,5,2024-05-02,2024-04-17,good
159,6,2024-06-02,2024-05-25,good
159,7,2024-07-02,2024-06-25,good
159,8,2024-08-02,2024-07-26,good
159,9,2024-09-02,2024-08-18,good
159,10,2024-10-02,2024-09-22,good
159,11,2024-11-02,2024-10-26,good
159,12,2024-12-02,2024-11-20,good
160,1,2024-01-02,2024-01-06,mixed
160,2,2024-02-02,2024-02-12,mixed
160,3,2024-03-02,2024-02-26,mixed
160,4,2024-04-02,2024-04-14,mixed
160,5,2024-05-02,2024-04-29,mixed
160,6,2024-06-02,2024-06-02,mixed
160,7,2024-07-02,2024-07-05,mixed
160,8,2024-08-02,2024-08-14,mixed
160,9,2024-09-02,2024-08-26,mixed
160,10,2024-10-02,2024-10-01,mixed
160,11,2024-11-02,2024-10-26,mixed
160,12,2024-12-02,2024-12-17,mixed
161,1,2024-01-02,2023-12-21,good
161,2,2024-02-02,2024-01-26,good
161,3,2024-03-02,2024-02-26,good
161,4,2024-04-02,2024-04-02,good
161,5,2024-05-02,2024-04-29,good
161,6,2024-06-02,2024-05-26,good
161,7,2024-07-02,2024-06-24,good
161,8,2024-08-02,2024-07-26,good
161,9,2024-09-02,2024-08-28,good
161,10,2024-10-02,2024-09-20,good
161,11,2024-11-02,2024-10-25,good
161,12,2024-12-02,2024-11-27,good
162,1,2024-01-02,2023-12-26,good
162,2,2024-02-02,2024-01-26,good
162,3,2024-03-02,2024-02-19,good
162,4,2024-04-02,2024-03-23,good
162,5,2024-05-02,2024-04-22,good
162,6,2024-06-02,2024-05-18,good
162,7,2024-07-02,2024-06-17,good
162,8,2024-08-02,2024-07-28,good
162,9,2024-09-02,2024-08-23,good
162,10,2024-10-02,2024-09-24,good
162,11,2024-11-02,2024-10-23,good
162,12,2024-12-02,2024-11-29,good
163,1,2024-01-02,2023-12-25,good
163,2,2024-02-02,2024-01-30,good
163,3,2024-03-02,2024-02-26,good
163,4,2024-04-02,2024-03-21,good
163,5,2024-05-02,2024-04-27,good
163,6,2024-06-02,2024-05-25,good
163,7,2024-07-02,2024-06-24,good
163,8,2024-08-02,2024-07-21,good
163,9,2024-09-02,2024-08-18,good
163,10,2024-10-02,2024-09-27,good
163,11,2024-11-02,2024-10-25,good
163,12,2024-12-02,2024-11-24,good
164,1,2024-01-02,2024-01-12,mixed
164,2,2024-02-02,2024-02-09,mixed
164,3,2024-03-02,2024-02-25,mixed
164,4,2024-04-02,2024-04-04,mixed
164,5,2024-05-02,2024-05-06,mixed
164,6,2024-06-02,2024-05-24,mixed
164,7,2024-07-02,2024-06-28,mixed
164,8,2024-08-02,2024-07-25,mixed
164,9,2024-09-02,2024-08-24,mixed
164,10,2024-10-02,2024-10-14,mixed
164,11,2024-11-02,2024-10-28,mixed
164,12,2024-12-02,2024-11-24,mixed
165,1,2024-01-02,2023-12-23,good
165,2,2024-02-02,2024-01-23,good
165,3,2024-03-02,2024-02-19,good
165,4,2024-04-02,2024-03-30,good
165,5,2024-05-02,2024-04-20,good
165,6,2024-06-02,2024-05-23,good
165,7,2024-07-02,2024-06-27,good
165,8,2024-08-02,2024-07-25,good
165,9,2024-09-02,2024-08-28,good
165,10,2024-10-02,2024-09-17,good
165,11,2024-11-02,2024-10-25,good
165,12,2024-12-02,2024-11-17,good
166,1,2024-01-02,2023-12-30,good
166,2,2024-02-02,2024-01-21,good
166,3,2024-03-02,2024-02-23,good
166,4,2024-04-02,2024-03-25,good
166,5,2024-05-02,2024-04-22,good
166,6,2024-06-02,2024-05-30,good
166,7,2024-07-02,2024-06-17,good
166,8,2024-08-02,2024-07-26,good
166,9,2024-09-02,2024-09-01,good
166,10,2024-10-02,2024-09-25,good
166,11,2024-11-02,2024-10-30,good
166,12,2024-12-02,2024-11-17,good
167,1,2024-01-02,2023-12-23,good
167,2,2024-02-02,2024-01-28,good
167,3,2024-03-02,2024-03-02,good
167,4,2024-04-02,2024-03-23,good
167,5,2024-05-02,2024-04-25,good
167,6,2024-06-02,2024-05-21,good
167,7,2024-07-02,2024-06-25,good
167,8,2024-08-02,2024-07-25,good
167,9,2024-09-02,2024-09-01,good
167,10,2024-10-02,2024-09-25,good
167,11,2024-11-02,2024-10-23,good
167,12,2024-12-02,2024-11-20,good
168,1,2024-01-02,2023-12-21,good
168,2,2024-02-02,2024-01-23,good
168,3,2024-03-02,2024-02-28,good
168,4,2024-04-02,2024-03-26,good
168,5,2024-05-02,2024-04-24,good
168,6,2024-06-02,2024-05-21,good
168,7,2024-07-02,2024-06-29,good
168,8,2024-08-02,2024-07-28,good
168,9,2024-09-02,2024-08-18,good
168,10,2024-10-02,2024-09-27,good
168,11,2024-11-02,2024-10-25,good
168,12,2024-12-02,2024-11-17,good
169,1,2024-01-02,2023-12-25,good
169,2,2024-02-02,2024-01-21,good
169,3,2024-03-02,2024-02-28,good
169,4,2024-04-02,2024-03-28,good
169,5,2024-05-02,2024-04-25,good
169,6,2024-06-02,2024-05-25,good
169,7,2024-07-02,2024-06-24,good
169,8,2024-08-02,2024-07-26,good
169,9,2024-09-02,2024-08-25,good
169,10,2024-10-02,2024-09-17,good
169,11,2024-11-02,2024-10-25,good
